niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
bac+2,Île-de-France,oui,1620.0,0.0,580.0,945.82,500.0
bac,Occitanie,non,1287.0,0.0,580.0,918.5959999999999,500.0
master,Normandie,non,2452.0,5.0,308.0,781.0920000000001,17534.89400357983
bac+2,Hauts-de-France,non,4036.0,0.0,519.0,665.338,12920.37138248396
aucun,Provence-Alpes-Côte d’Azur,non,1213.0,0.0,580.0,918.742,7897.997418082562
bac,Hauts-de-France,non,3619.0,5.0,557.0,958.6020000000001,500.0
aucun,Occitanie,non,1902.0,3.0,581.0,1001.94,4830.143862580268
bac+2,Corse,oui,1544.0,3.0,581.0,758.918,500.0
master,Occitanie,non,4606.0,0.0,637.0,804.822,34189.91989980388
aucun,Corse,non,2098.0,0.0,761.0,556.38,500.0
bac+2,Île-de-France,oui,3403.0,3.0,635.0,961.8979999999999,31210.78545141924
aucun,Auvergne-Rhône-Alpes,oui,3939.0,2.0,794.0,658.516,500.0
master,Provence-Alpes-Côte d’Azur,non,644.0,4.0,576.0,451.89,25780.25947680529
doctorat,Bretagne,oui,500.0,4.0,562.0,806.098,500.0
aucun,Auvergne-Rhône-Alpes,oui,5519.0,2.0,577.0,988.994,18924.63953105682
aucun,Île-de-France,oui,2082.0,5.0,393.0,886.13,500.0
master,Normandie,non,2013.0,0.0,580.0,567.082,13261.45443517397
doctorat,Occitanie,non,2933.0,3.0,723.0,889.6619999999999,30863.148732191665
bac+2,Normandie,oui,668.0,0.0,580.0,842.682,500.0
bac+2,Normandie,oui,5436.0,4.0,498.0,918.482,500.0
aucun,Île-de-France,oui,1387.0,1.0,553.0,1031.916,500.0
aucun,Occitanie,oui,2429.0,2.0,649.0,843.7239999999999,2332.510420608602
doctorat,Auvergne-Rhône-Alpes,oui,2214.0,2.0,577.0,965.23,21732.645617542137
doctorat,Corse,oui,2231.0,3.0,581.0,628.27,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,6195.0,4.0,615.0,630.27,500.0
master,Corse,oui,973.0,2.0,309.0,715.8880000000001,500.0
bac,Bretagne,non,913.0,3.0,581.0,460.44,9838.808737111673
aucun,Bretagne,oui,1379.0,4.0,576.0,601.76,500.0
aucun,Occitanie,non,2287.0,0.0,645.0,835.1020000000001,8549.227824358428
doctorat,Auvergne-Rhône-Alpes,non,2711.0,4.0,430.0,825.626,12054.52227794225
bac,Normandie,oui,3450.0,4.0,576.0,403.59,1084.2065490912055
bac,Corse,non,1381.0,2.0,577.0,854.5960000000001,500.0
aucun,Occitanie,oui,1817.0,1.0,553.0,611.778,500.0
bac,Occitanie,non,1765.0,5.0,719.0,1014.31,11315.479313698754
bac+2,Bretagne,non,4290.0,3.0,581.0,716.772,5352.589393528453
doctorat,Normandie,oui,1917.0,2.0,577.0,666.5360000000001,500.0
bac+2,Normandie,oui,2366.0,1.0,553.0,749.5719999999999,500.0
aucun,Hauts-de-France,non,3768.0,2.0,737.0,528.5939999999999,10202.092157423223
doctorat,Corse,non,1372.0,5.0,557.0,924.3340000000001,500.0
master,Bretagne,non,2712.0,2.0,577.0,825.626,500.0
aucun,Auvergne-Rhône-Alpes,non,969.0,5.0,559.0,838.174,500.0
master,Corse,oui,500.0,0.0,580.0,1056.134,1594.5532043144772
bac,Corse,oui,4706.0,2.0,577.0,795.45,500.0
doctorat,Corse,non,2145.0,2.0,761.0,830.598,32641.33059382787
doctorat,Normandie,non,1133.0,5.0,444.0,664.3480000000001,500.0
bac,Hauts-de-France,oui,1859.0,0.0,518.0,466.58600000000007,500.0
bac,Auvergne-Rhône-Alpes,oui,4489.0,3.0,581.0,811.244,14230.90256129055
aucun,Bretagne,non,3262.0,1.0,436.0,906.808,500.0
master,Provence-Alpes-Côte d’Azur,oui,3177.0,2.0,577.0,883.316,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,1542.0,4.0,388.0,588.53,26286.06036119925
bac,Auvergne-Rhône-Alpes,oui,4200.0,4.0,576.0,976.84,500.0
bac+2,Corse,non,1362.0,4.0,576.0,934.824,500.0
aucun,Occitanie,non,1240.0,4.0,576.0,660.438,8009.04689857999
doctorat,Corse,non,3700.0,0.0,514.0,820.9860000000001,32854.247545834616
bac,Corse,non,2560.0,0.0,771.0,866.05,3041.551620678011
master,Normandie,non,2185.0,2.0,805.0,591.48,25160.812747820622
master,Provence-Alpes-Côte d’Azur,oui,2329.0,1.0,553.0,601.11,15829.582667960049
bac,Bretagne,non,2188.0,4.0,576.0,750.5899999999999,500.0
bac+2,Corse,oui,2729.0,0.0,580.0,729.298,1962.711891291
doctorat,Île-de-France,non,753.0,5.0,462.0,785.496,11845.682562603515
bac+2,Auvergne-Rhône-Alpes,oui,2907.0,1.0,553.0,863.732,11375.490991298562
master,Normandie,non,1443.0,5.0,435.0,913.1220000000001,500.0
bac+2,Occitanie,oui,2743.0,3.0,613.0,595.37,9070.425185200971
bac,Île-de-France,oui,2279.0,1.0,490.0,1078.53,12172.858863110296
doctorat,Île-de-France,non,1780.0,0.0,580.0,672.02,24301.601444520653
aucun,Occitanie,oui,2790.0,5.0,557.0,669.4,500.0
aucun,Bretagne,oui,3542.0,0.0,580.0,504.524,500.0
aucun,Corse,oui,2749.0,2.0,577.0,747.242,500.0
aucun,Hauts-de-France,oui,533.0,4.0,576.0,749.9680000000001,500.0
bac+2,Bretagne,oui,2016.0,0.0,676.0,583.656,20634.27309601286
aucun,Hauts-de-France,non,1262.0,5.0,557.0,633.76,500.0
bac+2,Île-de-France,non,3084.0,4.0,576.0,801.4200000000001,13449.810823556034
bac+2,Bretagne,oui,3428.0,5.0,829.0,880.39,500.0
master,Normandie,non,698.0,1.0,464.0,829.586,500.0
doctorat,Occitanie,oui,2403.0,4.0,522.0,890.6600000000001,15553.7977790045
doctorat,Normandie,non,1837.0,0.0,580.0,741.702,35748.24279436244
bac+2,Hauts-de-France,non,1925.0,3.0,762.0,713.958,500.0
aucun,Provence-Alpes-Côte d’Azur,non,3553.0,0.0,580.0,823.18,500.0
master,Bretagne,non,3795.0,3.0,666.0,707.3299999999999,40484.65879775542
doctorat,Hauts-de-France,non,2084.0,3.0,492.0,756.51,24182.78880374963
doctorat,Île-de-France,non,4030.0,1.0,553.0,729.558,6891.35594044505
bac,Bretagne,non,4115.0,1.0,553.0,756.3039999999999,4878.327387280616
bac,Auvergne-Rhône-Alpes,oui,5660.0,3.0,417.0,573.2439999999999,500.0
bac,Hauts-de-France,non,3376.0,0.0,443.0,817.388,500.0
bac+2,Occitanie,oui,1570.0,0.0,580.0,524.31,1160.0868887239776
master,Auvergne-Rhône-Alpes,oui,1589.0,1.0,553.0,625.41,500.0
bac+2,Hauts-de-France,non,2743.0,1.0,597.0,930.2040000000001,500.0
bac,Provence-Alpes-Côte d’Azur,oui,3450.0,5.0,686.0,709.236,17759.999390975925
aucun,Hauts-de-France,non,3876.0,0.0,842.0,645.2040000000001,500.0
master,Bretagne,oui,1889.0,2.0,577.0,1055.92,500.0
bac,Corse,oui,2477.0,1.0,553.0,776.778,500.0
bac,Hauts-de-France,non,4227.0,2.0,812.0,769.858,500.0
bac+2,Hauts-de-France,oui,2306.0,0.0,580.0,823.36,500.0
aucun,Auvergne-Rhône-Alpes,non,2155.0,1.0,553.0,839.45,7714.411705886669
master,Auvergne-Rhône-Alpes,oui,1730.0,5.0,686.0,829.0260000000001,17034.237622993576
aucun,Auvergne-Rhône-Alpes,non,4065.0,4.0,392.0,1021.43,16829.912975914045
doctorat,Occitanie,oui,2619.0,2.0,483.0,923.9939999999999,23639.29465910752
bac,Provence-Alpes-Côte d’Azur,non,3240.0,5.0,589.0,654.4939999999999,500.0
master,Corse,non,2914.0,5.0,357.0,1017.0260000000001,15433.018661801616
aucun,Île-de-France,oui,2808.0,0.0,569.0,786.57,9389.233397360911
bac+2,Hauts-de-France,oui,4416.0,3.0,581.0,826.13,960.5357600150954
bac,Occitanie,non,3865.0,3.0,651.0,773.194,21325.48160939889
doctorat,Occitanie,non,1746.0,3.0,581.0,801.4739999999999,25431.65072661764
aucun,Hauts-de-France,non,1886.0,3.0,581.0,1275.89,500.0
bac+2,Normandie,oui,3294.0,1.0,816.0,531.726,11146.98137383644
aucun,Occitanie,oui,2051.0,0.0,767.0,679.878,500.0
bac+2,Bretagne,non,864.0,3.0,581.0,685.5559999999999,500.0
bac+2,Auvergne-Rhône-Alpes,non,500.0,4.0,576.0,650.918,500.0
bac,Bretagne,non,718.0,5.0,490.0,638.208,500.0
doctorat,Auvergne-Rhône-Alpes,oui,1359.0,0.0,580.0,864.874,14964.343167498342
aucun,Hauts-de-France,non,3279.0,0.0,580.0,890.692,500.0
bac,Normandie,oui,2790.0,2.0,577.0,910.0219999999999,632.1472753556418
bac+2,Auvergne-Rhône-Alpes,oui,2038.0,0.0,702.0,834.242,16110.82645533626
bac,Normandie,non,2115.0,3.0,581.0,966.8,500.0
bac+2,Corse,oui,2095.0,5.0,557.0,447.308,500.0
master,Auvergne-Rhône-Alpes,oui,2135.0,1.0,553.0,967.07,500.0
bac+2,Île-de-France,non,1741.0,2.0,577.0,753.396,36722.13030553553
aucun,Corse,oui,3018.0,4.0,576.0,936.5640000000001,500.0
master,Occitanie,oui,2909.0,5.0,516.0,795.712,500.0
bac,Corse,oui,2797.0,3.0,581.0,1003.44,500.0
doctorat,Corse,oui,1572.0,4.0,335.0,542.938,500.0
doctorat,Corse,oui,2428.0,4.0,309.0,822.1479999999999,500.0
aucun,Hauts-de-France,non,830.0,4.0,576.0,505.63,4593.937800765812
master,Normandie,non,3130.0,0.0,509.0,322.00399999999996,500.0
master,Occitanie,oui,500.0,3.0,716.0,656.9540000000001,500.0
aucun,Normandie,oui,1859.0,0.0,602.0,459.29400000000004,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2491.0,5.0,557.0,656.2439999999999,9577.995785265432
aucun,Occitanie,non,2855.0,5.0,515.0,771.2,6552.627037180092
master,Hauts-de-France,non,3882.0,3.0,789.0,663.448,32763.885790108023
bac+2,Bretagne,oui,1405.0,5.0,400.0,836.982,10208.62923884164
aucun,Provence-Alpes-Côte d’Azur,non,2125.0,1.0,553.0,657.156,500.0
doctorat,Bretagne,non,5177.0,0.0,580.0,1103.48,45107.23743480371
bac,Occitanie,oui,1650.0,4.0,576.0,576.46,500.0
doctorat,Île-de-France,oui,1892.0,2.0,401.0,910.842,25255.129581932342
doctorat,Corse,oui,4479.0,0.0,536.0,654.742,9656.96060156549
doctorat,Corse,non,500.0,0.0,306.0,1056.134,11589.55534675433
doctorat,Normandie,non,2677.0,0.0,580.0,1001.9199999999998,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,1445.0,2.0,577.0,932.65,17169.490666943155
aucun,Corse,oui,5111.0,4.0,576.0,689.52,500.0
bac+2,Bretagne,non,2914.0,5.0,557.0,1225.57,24554.11399343869
aucun,Corse,oui,500.0,3.0,826.0,1056.134,500.0
bac,Hauts-de-France,non,1845.0,4.0,576.0,789.2,9534.314747624936
bac+2,Auvergne-Rhône-Alpes,oui,3894.0,0.0,312.0,816.168,19675.15887090519
doctorat,Normandie,non,2174.0,5.0,704.0,795.7299999999999,5107.896730663067
bac,Normandie,non,2179.0,1.0,553.0,1266.75,13216.1299051205
doctorat,Occitanie,oui,2189.0,3.0,641.0,835.358,18877.201739737007
bac+2,Corse,non,5093.0,5.0,377.0,819.2240000000002,18069.970996498065
bac+2,Bretagne,oui,4593.0,4.0,389.0,772.7479999999999,500.0
bac,Occitanie,non,500.0,3.0,727.0,787.72,8026.321944145055
aucun,Normandie,non,2734.0,1.0,527.0,712.26,16530.41183100932
aucun,Occitanie,oui,3613.0,3.0,806.0,697.236,500.0
bac,Provence-Alpes-Côte d’Azur,oui,3147.0,5.0,557.0,898.04,500.0
aucun,Normandie,non,1743.0,0.0,580.0,639.642,500.0
master,Île-de-France,non,500.0,2.0,577.0,482.6199999999999,23968.913704684328
doctorat,Normandie,oui,3049.0,0.0,691.0,498.98,12497.9270242524
aucun,Bretagne,oui,1265.0,2.0,577.0,1098.85,500.0
aucun,Occitanie,oui,3568.0,3.0,751.0,981.128,10465.52207714112
aucun,Normandie,oui,3729.0,5.0,830.0,837.832,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,1202.0,1.0,783.0,1195.87,500.0
bac,Île-de-France,oui,3825.0,4.0,576.0,312.32,500.0
master,Occitanie,non,668.0,3.0,579.0,842.682,500.0
bac,Normandie,oui,3480.0,3.0,581.0,744.28,11903.935323386915
aucun,Provence-Alpes-Côte d’Azur,non,3601.0,4.0,556.0,756.1379999999999,21217.996008185488
bac,Bretagne,oui,3825.0,1.0,553.0,665.066,13504.051068661174
bac+2,Hauts-de-France,oui,2107.0,0.0,580.0,775.36,500.0
doctorat,Corse,non,2133.0,2.0,577.0,792.522,21063.89184728718
master,Auvergne-Rhône-Alpes,oui,3285.0,5.0,557.0,891.0699999999999,3454.075660353737
master,Hauts-de-France,oui,500.0,4.0,476.0,837.7660000000002,978.2388365224624
doctorat,Hauts-de-France,oui,1976.0,5.0,557.0,855.0260000000001,4400.3161406561385
bac+2,Île-de-France,oui,1200.0,4.0,576.0,971.76,500.0
bac+2,Île-de-France,non,1477.0,1.0,614.0,931.4580000000002,24112.9505843984
bac+2,Occitanie,non,3001.0,5.0,557.0,742.29,26006.2988867265
doctorat,Occitanie,non,883.0,4.0,576.0,626.472,19729.01187544653
bac,Provence-Alpes-Côte d’Azur,oui,777.0,1.0,553.0,661.674,500.0
doctorat,Île-de-France,oui,1763.0,3.0,581.0,1001.26,12414.20852517804
bac+2,Auvergne-Rhône-Alpes,oui,3162.0,2.0,304.0,1081.074,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,4379.0,0.0,768.0,828.5959999999999,500.0
aucun,Bretagne,non,2846.0,3.0,581.0,692.914,500.0
aucun,Occitanie,oui,3845.0,2.0,483.0,825.186,500.0
master,Corse,oui,500.0,0.0,580.0,1056.134,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2232.0,3.0,489.0,742.184,15632.319701686563
master,Hauts-de-France,oui,2692.0,3.0,646.0,995.534,500.0
bac+2,Île-de-France,non,2213.0,3.0,581.0,950.664,20222.110654501925
bac,Occitanie,oui,3966.0,5.0,557.0,869.858,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,6357.0,3.0,522.0,1126.4,21227.97399595873
doctorat,Auvergne-Rhône-Alpes,non,3438.0,0.0,467.0,769.41,42194.908350216
bac,Provence-Alpes-Côte d’Azur,non,3876.0,3.0,612.0,645.2040000000001,17296.982029780815
doctorat,Hauts-de-France,oui,3112.0,3.0,581.0,663.8439999999999,26558.92519186879
aucun,Île-de-France,non,1381.0,2.0,577.0,921.948,10792.590083012448
doctorat,Normandie,oui,1491.0,2.0,741.0,829.51,8140.925052714037
doctorat,Hauts-de-France,non,1843.0,1.0,553.0,789.2,500.0
doctorat,Corse,non,1407.0,2.0,577.0,1147.02,500.0
bac,Occitanie,non,1275.0,5.0,337.0,879.68,5902.493239218105
master,Île-de-France,oui,2505.0,5.0,484.0,715.2639999999999,500.0
bac+2,Île-de-France,oui,956.0,2.0,577.0,680.89,15359.683671515268
bac+2,Auvergne-Rhône-Alpes,non,3752.0,3.0,581.0,900.26,500.0
bac+2,Auvergne-Rhône-Alpes,oui,1746.0,0.0,404.0,837.708,4315.963581596942
aucun,Bretagne,non,3949.0,0.0,580.0,1307.961000000001,22287.477384011592
aucun,Auvergne-Rhône-Alpes,non,1323.0,5.0,557.0,433.1240000000001,500.0
bac+2,Hauts-de-France,oui,2024.0,3.0,361.0,511.742,500.0
bac,Île-de-France,non,700.0,3.0,581.0,829.586,500.0
aucun,Hauts-de-France,oui,3097.0,0.0,710.0,628.52,12664.864333568616
doctorat,Auvergne-Rhône-Alpes,oui,3056.0,5.0,487.0,1051.9479999999999,16447.866538942402
bac,Auvergne-Rhône-Alpes,oui,3030.0,1.0,553.0,802.158,14100.24417709665
doctorat,Île-de-France,oui,3587.0,4.0,576.0,674.266,1175.9417125560406
master,Corse,non,3025.0,2.0,500.0,976.17,9619.878455944596
aucun,Provence-Alpes-Côte d’Azur,non,2568.0,0.0,580.0,648.008,500.0
bac,Normandie,oui,3266.0,0.0,580.0,403.87,5544.927985264972
bac+2,Normandie,non,794.0,1.0,553.0,265.2039,500.0
aucun,Bretagne,oui,3563.0,5.0,557.0,1086.972,1126.8712051006437
doctorat,Normandie,non,3423.0,5.0,648.0,538.608,21989.973066116017
aucun,Provence-Alpes-Côte d’Azur,oui,3087.0,4.0,795.0,1141.67,7197.898391215881
aucun,Île-de-France,non,2186.0,3.0,581.0,767.35,500.0
bac,Bretagne,oui,5031.0,4.0,795.0,1001.368,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,1519.0,1.0,553.0,571.17,19375.10083964173
bac,Hauts-de-France,oui,3486.0,5.0,557.0,1307.961000000001,500.0
bac,Corse,non,2638.0,0.0,580.0,994.58,500.0
bac+2,Auvergne-Rhône-Alpes,oui,1453.0,4.0,576.0,804.706,500.0
bac+2,Bretagne,non,1602.0,1.0,543.0,948.9619999999999,22293.10886024468
aucun,Normandie,oui,2334.0,3.0,581.0,741.748,500.0
bac,Corse,oui,500.0,5.0,557.0,1056.134,500.0
doctorat,Hauts-de-France,oui,5596.0,3.0,581.0,821.9200000000001,500.0
doctorat,Île-de-France,oui,1795.0,2.0,762.0,517.97,500.0
bac+2,Bretagne,oui,528.0,0.0,304.0,634.758,3683.401642577808
aucun,Auvergne-Rhône-Alpes,non,3979.0,4.0,654.0,693.6,500.0
bac,Île-de-France,oui,3795.0,5.0,557.0,576.2,500.0
aucun,Île-de-France,oui,4507.0,5.0,561.0,942.3,3702.023245177296
master,Corse,non,1231.0,5.0,420.0,738.09,6901.805979396253
bac+2,Corse,non,1345.0,1.0,553.0,817.848,500.0
bac+2,Hauts-de-France,oui,1099.0,0.0,462.0,873.3900000000001,500.0
bac,Occitanie,oui,3852.0,2.0,534.0,916.382,7133.205772691494
master,Hauts-de-France,oui,2583.0,1.0,553.0,782.2220000000001,580.0468107708698
master,Bretagne,non,2163.0,5.0,557.0,626.726,500.0
aucun,Corse,oui,1471.0,1.0,516.0,764.582,500.0
master,Île-de-France,oui,1830.0,2.0,577.0,702.66,20429.51844560236
aucun,Auvergne-Rhône-Alpes,oui,1424.0,0.0,580.0,497.9,500.0
doctorat,Hauts-de-France,oui,3489.0,1.0,594.0,703.06,23686.28139027623
bac,Occitanie,oui,1997.0,5.0,557.0,265.2039,500.0
master,Île-de-France,oui,2173.0,3.0,732.0,1002.5199999999999,20198.864680046823
master,Auvergne-Rhône-Alpes,non,4033.0,1.0,646.0,703.878,3241.9431158907564
bac+2,Île-de-France,non,2854.0,2.0,577.0,779.684,1373.6904083839229
doctorat,Bretagne,non,2164.0,1.0,553.0,796.45,12486.50469930078
doctorat,Auvergne-Rhône-Alpes,oui,2127.0,2.0,577.0,879.59,10789.428595650035
master,Bretagne,non,3771.0,1.0,411.0,677.904,27149.517197480734
bac,Provence-Alpes-Côte d’Azur,oui,648.0,1.0,680.0,596.802,500.0
aucun,Bretagne,oui,1491.0,5.0,496.0,829.51,500.0
master,Normandie,oui,1656.0,3.0,581.0,851.4739999999999,500.0
master,Provence-Alpes-Côte d’Azur,oui,1564.0,1.0,815.0,462.924,22667.469609067877
bac+2,Île-de-France,non,1746.0,2.0,577.0,801.4739999999999,21903.88886945777
doctorat,Auvergne-Rhône-Alpes,non,3196.0,1.0,553.0,740.0559999999999,11816.974579119644
doctorat,Île-de-France,non,1844.0,3.0,758.0,794.01,40690.34319095283
master,Occitanie,oui,1763.0,1.0,553.0,843.3299999999999,500.0
bac,Île-de-France,oui,2811.0,2.0,775.0,691.794,500.0
bac,Hauts-de-France,non,1927.0,4.0,742.0,806.3860000000001,500.0
doctorat,Corse,oui,3251.0,5.0,541.0,913.21,18105.06432393928
master,Auvergne-Rhône-Alpes,non,500.0,3.0,581.0,650.918,6210.585120723677
bac,Corse,oui,765.0,2.0,746.0,654.6379999999999,500.0
aucun,Bretagne,non,545.0,4.0,843.0,532.2,1997.1270482276104
bac+2,Île-de-France,oui,2365.0,3.0,581.0,924.01,500.0
bac+2,Bretagne,oui,1469.0,4.0,747.0,766.198,5679.207080273481
bac,Occitanie,non,1394.0,1.0,553.0,806.458,15749.610612152856
doctorat,Normandie,oui,3274.0,1.0,510.0,838.3420000000002,500.0
bac,Bretagne,non,3045.0,4.0,620.0,835.018,500.0
master,Bretagne,oui,2389.0,1.0,431.0,1079.4260000000002,20148.565597825826
aucun,Normandie,oui,2510.0,2.0,577.0,721.012,500.0
master,Occitanie,non,2900.0,0.0,688.0,311.03,34024.88664034968
aucun,Bretagne,non,500.0,0.0,458.0,806.098,500.0
aucun,Hauts-de-France,non,2284.0,0.0,391.0,880.506,500.0
doctorat,Hauts-de-France,oui,960.0,1.0,553.0,802.476,500.0
bac,Auvergne-Rhône-Alpes,non,1236.0,2.0,577.0,621.3720000000001,500.0
master,Bretagne,oui,1607.0,1.0,553.0,734.0719999999999,500.0
master,Bretagne,oui,1990.0,5.0,557.0,742.454,500.0
bac+2,Auvergne-Rhône-Alpes,non,3120.0,4.0,576.0,762.798,7496.123207050458
bac+2,Occitanie,oui,1307.0,3.0,393.0,924.608,2662.8609420212924
bac+2,Île-de-France,non,2134.0,2.0,399.0,813.1220000000001,500.0
bac,Île-de-France,non,2710.0,4.0,576.0,1271.15,23102.73510726395
aucun,Occitanie,non,2120.0,1.0,553.0,1131.3319999999999,500.0
aucun,Occitanie,non,2111.0,4.0,504.0,596.902,9760.812159705438
bac,Provence-Alpes-Côte d’Azur,non,2864.0,0.0,580.0,913.8280000000001,17469.36669042196
master,Auvergne-Rhône-Alpes,non,1794.0,2.0,577.0,782.13,15137.843561515212
bac,Normandie,oui,2457.0,2.0,370.0,590.87,500.0
bac+2,Auvergne-Rhône-Alpes,non,1376.0,1.0,553.0,937.4560000000001,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,5310.0,1.0,613.0,760.2239999999999,22058.8149152844
master,Bretagne,oui,2781.0,2.0,573.0,751.374,18216.408515220075
aucun,Hauts-de-France,non,2214.0,5.0,303.0,988.656,500.0
doctorat,Corse,non,4177.0,3.0,581.0,794.256,500.0
aucun,Île-de-France,oui,2491.0,5.0,343.0,607.1,500.0
master,Normandie,oui,3859.0,1.0,553.0,826.64,500.0
doctorat,Occitanie,oui,1516.0,2.0,577.0,556.14,14836.922940266955
master,Corse,non,3405.0,4.0,576.0,849.91,500.0
bac+2,Normandie,non,4137.0,1.0,401.0,403.79,13145.425053072247
master,Occitanie,oui,1992.0,5.0,530.0,620.69,6723.662297466024
master,Île-de-France,oui,500.0,3.0,642.0,482.6199999999999,5881.112146935091
aucun,Île-de-France,oui,4450.0,4.0,610.0,995.8939999999999,10600.203328979927
doctorat,Bretagne,oui,4216.0,1.0,347.0,619.844,500.0
doctorat,Île-de-France,non,1848.0,2.0,434.0,885.5600000000001,29148.70531457577
bac,Auvergne-Rhône-Alpes,oui,2822.0,0.0,764.0,1083.338,11964.160775187183
bac,Occitanie,oui,500.0,5.0,557.0,656.9540000000001,500.0
master,Normandie,oui,1292.0,2.0,577.0,713.9959999999999,12073.79464109072
doctorat,Provence-Alpes-Côte d’Azur,non,3947.0,2.0,496.0,787.408,7409.971370503994
doctorat,Provence-Alpes-Côte d’Azur,non,1567.0,5.0,802.0,335.202,42431.997186695655
master,Occitanie,non,3076.0,0.0,580.0,634.9580000000001,25657.65526246961
master,Occitanie,non,2156.0,4.0,576.0,663.67,500.0
doctorat,Occitanie,non,2870.0,4.0,617.0,818.9680000000001,20606.08926223896
aucun,Occitanie,non,4576.0,5.0,500.0,831.55,500.0
bac+2,Occitanie,non,2480.0,5.0,557.0,767.656,19634.98087316357
aucun,Île-de-France,oui,2228.0,3.0,484.0,363.81,4968.756064114143
doctorat,Île-de-France,oui,3416.0,5.0,557.0,940.436,11970.443330966416
bac+2,Bretagne,oui,2684.0,0.0,639.0,899.958,13078.291814080756
bac+2,Occitanie,oui,4464.0,2.0,458.0,831.4200000000001,500.0
bac+2,Hauts-de-France,oui,3068.0,4.0,782.0,478.46,500.0
bac+2,Normandie,non,3344.0,5.0,557.0,911.5260000000001,23158.184627930583
master,Normandie,oui,1346.0,1.0,368.0,945.0719999999999,500.0
master,Hauts-de-France,oui,3686.0,4.0,803.0,584.946,16025.297564461089
doctorat,Occitanie,oui,4104.0,5.0,557.0,704.622,32281.72059281906
aucun,Provence-Alpes-Côte d’Azur,oui,1978.0,5.0,615.0,922.906,500.0
aucun,Bretagne,oui,2201.0,5.0,557.0,738.46,2028.8437355034253
master,Occitanie,oui,1588.0,4.0,405.0,1143.45,18365.207496326955
master,Corse,non,4954.0,1.0,571.0,749.05,19811.98893203536
master,Bretagne,non,4797.0,5.0,357.0,813.3120000000001,29386.27330168705
bac,Corse,oui,1767.0,5.0,567.0,1158.73,500.0
aucun,Corse,non,1505.0,1.0,487.0,919.2360000000001,500.0
aucun,Île-de-France,oui,2090.0,1.0,553.0,496.10999999999996,5676.927413863518
doctorat,Occitanie,oui,2452.0,4.0,477.0,573.19,500.0
bac,Île-de-France,oui,3475.0,5.0,557.0,617.5640000000001,13716.417179810942
bac,Hauts-de-France,non,4148.0,4.0,609.0,968.184,500.0
bac,Normandie,oui,1170.0,1.0,440.0,627.9800000000001,500.0
aucun,Corse,oui,2395.0,4.0,540.0,899.4540000000001,500.0
bac+2,Île-de-France,non,1777.0,1.0,553.0,651.034,500.0
bac+2,Normandie,oui,2497.0,5.0,557.0,679.8159999999999,2910.6282601136813
doctorat,Hauts-de-France,oui,1331.0,0.0,580.0,265.2039,14728.895686521268
aucun,Normandie,oui,2315.0,1.0,553.0,1060.96,1637.021850875543
doctorat,Occitanie,oui,4172.0,3.0,581.0,802.592,24096.818254028258
bac+2,Normandie,oui,3699.0,2.0,577.0,905.008,16558.08075692185
master,Auvergne-Rhône-Alpes,non,2607.0,1.0,457.0,817.184,18579.603464429416
aucun,Bretagne,non,1801.0,5.0,815.0,630.86,19425.91018877002
doctorat,Île-de-France,oui,2444.0,1.0,553.0,904.8299999999999,27125.906572605523
master,Hauts-de-France,oui,3434.0,5.0,813.0,847.512,500.0
bac+2,Île-de-France,oui,2828.0,4.0,576.0,652.2520000000001,500.0
aucun,Île-de-France,oui,2133.0,3.0,581.0,792.522,500.0
master,Corse,oui,3868.0,4.0,576.0,751.818,1236.2040979616436
doctorat,Occitanie,oui,907.0,5.0,557.0,857.65,500.0
master,Normandie,oui,2811.0,3.0,523.0,684.652,3319.7338871675097
aucun,Normandie,non,2445.0,1.0,553.0,758.98,500.0
aucun,Bretagne,non,3427.0,4.0,663.0,880.39,500.0
bac+2,Normandie,non,2294.0,2.0,509.0,731.4459999999999,11118.924390264356
bac,Auvergne-Rhône-Alpes,oui,3970.0,2.0,577.0,848.8979999999999,500.0
doctorat,Bretagne,oui,4636.0,4.0,576.0,838.07,25264.887883286072
doctorat,Hauts-de-France,oui,1090.0,2.0,577.0,684.99,1576.2752637930944
doctorat,Occitanie,oui,2451.0,2.0,753.0,925.034,28558.640451367977
bac+2,Occitanie,oui,4029.0,4.0,500.0,720.61,12572.690227491412
bac+2,Hauts-de-France,oui,5015.0,0.0,580.0,1102.4500000000003,9985.35077290691
bac+2,Occitanie,oui,2394.0,0.0,580.0,876.5540000000001,500.0
master,Hauts-de-France,non,541.0,4.0,576.0,729.1800000000001,500.0
master,Normandie,oui,1230.0,5.0,557.0,706.9560000000001,500.0
aucun,Bretagne,non,998.0,4.0,740.0,758.8879999999999,7118.792015716052
master,Provence-Alpes-Côte d’Azur,oui,2992.0,4.0,593.0,1153.2,500.0
