sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
oui,bac+2,Occitanie,non,2,2783.0,1.0,486.0,883.1020000000001,16720.65459722676
non,bac,Normandie,non,0,657.0,5.0,770.0,981.064,500.0
oui,master,Occitanie,oui,2,3030.0,5.0,578.0,637.56,15149.609234049443
oui,master,Corse,non,4,2506.0,5.0,578.0,861.008,10119.331333171642
non,bac,Auvergne-Rhône-Alpes,non,1,3313.0,0.0,560.0,698.9,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,2,973.0,3.0,841.0,892.3299999999999,28701.28286203008
non,bac+2,Corse,non,2,2126.0,0.0,560.0,660.512,500.0
non,doctorat,Bretagne,oui,1,2092.0,1.0,447.0,913.326,4537.256994320264
oui,aucun,Bretagne,non,4,3295.0,3.0,575.0,957.7120000000001,500.0
non,bac,Hauts-de-France,non,0,2795.0,5.0,550.0,874.808,500.0
oui,aucun,Occitanie,oui,1,3370.0,3.0,662.0,768.486,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,1,2384.0,2.0,497.0,911.42,7972.733895839663
non,master,Occitanie,non,1,1129.0,3.0,575.0,664.01,7904.506411125211
non,aucun,Normandie,non,0,1395.0,1.0,582.0,780.75,500.0
non,aucun,Corse,oui,1,5383.0,2.0,570.0,460.83000000000004,500.0
non,master,Bretagne,oui,0,893.0,3.0,575.0,819.814,500.0
non,bac+2,Hauts-de-France,oui,1,2821.0,1.0,380.0,546.6,500.0
oui,bac,Normandie,non,3,3430.0,3.0,575.0,827.6700000000001,9759.618196273968
oui,bac+2,Bretagne,oui,2,4361.0,1.0,758.0,727.848,24656.909522685943
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1,2751.0,4.0,573.0,441.59,1228.6509254565492
oui,aucun,Normandie,oui,-1,2715.0,4.0,573.0,994.7740000000001,500.0
non,aucun,Corse,oui,2,3127.0,5.0,824.0,658.8960000000001,500.0
oui,master,Corse,non,0,2503.0,3.0,501.0,961.024,500.0
oui,bac+2,Occitanie,non,0,1969.0,5.0,370.0,1044.93,500.0
non,aucun,Normandie,oui,0,3319.0,5.0,462.0,844.2639999999999,500.0
non,master,Île-de-France,oui,0,1191.0,2.0,364.0,944.792,500.0
oui,bac,Bretagne,oui,-1,2446.0,4.0,779.0,580.35,500.0
oui,aucun,Normandie,oui,2,3115.0,2.0,570.0,909.89,500.0
non,master,Normandie,oui,2,4095.0,0.0,560.0,798.58,21315.11046889846
oui,bac+2,Normandie,oui,2,2292.0,5.0,416.0,912.25,500.0
oui,aucun,Île-de-France,non,3,1502.0,1.0,582.0,903.2939999999999,9833.746839555084
non,bac,Occitanie,oui,2,4441.0,3.0,575.0,779.7819999999999,500.0
non,aucun,Auvergne-Rhône-Alpes,oui,5,2196.0,5.0,578.0,945.86,22836.80326240347
oui,bac,Provence-Alpes-Côte d’Azur,non,5,2614.0,3.0,575.0,1004.14,4363.236441378058
oui,doctorat,Occitanie,non,4,1595.0,1.0,415.0,890.9739999999999,26559.378918225157
oui,master,Normandie,non,2,1770.0,2.0,519.0,640.722,26663.97194628608
non,bac,Corse,non,0,1607.0,4.0,626.0,877.716,500.0
non,bac+2,Normandie,non,0,4178.0,0.0,790.0,726.604,500.0
oui,master,Corse,oui,1,2111.0,0.0,560.0,1015.7720000000002,500.0
non,bac,Corse,non,2,3079.0,3.0,575.0,492.4,3597.847928276612
oui,master,Île-de-France,oui,1,1696.0,0.0,741.0,1090.05,19482.57771474946
non,bac+2,Occitanie,oui,1,5334.0,3.0,305.0,608.746,2639.4729477291567
non,doctorat,Auvergne-Rhône-Alpes,oui,3,1927.0,0.0,560.0,842.67,500.0
non,master,Hauts-de-France,oui,0,1848.0,0.0,560.0,508.90999999999997,500.0
non,master,Occitanie,oui,2,3446.0,3.0,575.0,901.55,13580.05607564163
non,doctorat,Hauts-de-France,oui,2,2516.0,3.0,575.0,693.174,500.0
oui,bac,Île-de-France,oui,0,2815.0,3.0,575.0,710.672,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,1,2277.0,5.0,578.0,832.858,500.0
oui,master,Normandie,oui,0,818.0,4.0,545.0,844.53,500.0
non,doctorat,Normandie,non,3,2813.0,1.0,582.0,726.4760000000001,2878.2398738748034
non,bac,Hauts-de-France,oui,2,3294.0,2.0,570.0,800.5379999999999,500.0
oui,bac,Normandie,non,4,2483.0,3.0,575.0,830.8279999999999,14850.316618946355
oui,doctorat,Bretagne,oui,2,669.0,1.0,582.0,950.22,500.0
oui,bac,Occitanie,oui,1,1994.0,5.0,578.0,1070.54,500.0
non,doctorat,Bretagne,oui,1,2892.0,1.0,588.0,761.21,3499.3897864398505
non,bac+2,Corse,non,2,2127.0,1.0,529.0,907.86,500.0
non,bac,Provence-Alpes-Côte d’Azur,non,2,5125.0,2.0,570.0,438.416,5896.222303920849
non,bac,Auvergne-Rhône-Alpes,oui,1,500.0,0.0,560.0,842.04,500.0
non,master,Hauts-de-France,non,3,3350.0,4.0,573.0,319.57,500.0
non,bac+2,Hauts-de-France,non,0,1895.0,1.0,582.0,655.22,500.0
non,aucun,Occitanie,non,2,2783.0,4.0,573.0,883.1020000000001,4195.742535438566
oui,doctorat,Corse,oui,2,1308.0,5.0,578.0,978.664,5120.321683808075
oui,aucun,Hauts-de-France,non,1,4993.0,3.0,575.0,841.81,500.0
non,bac+2,Bretagne,non,0,2551.0,1.0,627.0,915.3340000000001,500.0
oui,aucun,Occitanie,oui,3,2397.0,3.0,478.0,770.36,500.0
oui,master,Provence-Alpes-Côte d’Azur,non,1,836.0,2.0,570.0,695.708,13594.483099222509
non,doctorat,Auvergne-Rhône-Alpes,oui,2,1368.0,4.0,545.0,889.358,16726.61730589305
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3,1272.0,5.0,578.0,871.1200000000001,17180.747364859002
oui,bac+2,Corse,oui,2,2203.0,2.0,570.0,881.31,1218.6885186709649
oui,master,Provence-Alpes-Côte d’Azur,non,1,1185.0,3.0,575.0,875.702,4764.080767080563
non,master,Occitanie,oui,2,2605.0,0.0,560.0,667.264,2072.612953248639
oui,bac+2,Île-de-France,oui,2,2388.0,1.0,582.0,694.242,19911.605107960168
non,aucun,Normandie,non,0,996.0,1.0,582.0,820.1379999999999,500.0
non,master,Hauts-de-France,oui,-2,3501.0,1.0,582.0,764.128,500.0
oui,master,Corse,non,0,1788.0,1.0,632.0,775.208,4057.200623269282
oui,aucun,Provence-Alpes-Côte d’Azur,non,1,2135.0,3.0,575.0,781.774,12036.587454506234
non,aucun,Bretagne,oui,3,2246.0,0.0,322.0,470.25999999999993,500.0
non,aucun,Auvergne-Rhône-Alpes,oui,5,1949.0,2.0,603.0,705.646,500.0
non,aucun,Normandie,oui,3,883.0,3.0,365.0,984.8,500.0
non,bac,Auvergne-Rhône-Alpes,oui,0,4496.0,3.0,575.0,661.83,11412.41630558962
oui,master,Auvergne-Rhône-Alpes,non,0,563.0,3.0,387.0,624.2,500.0
oui,master,Bretagne,non,2,3053.0,4.0,573.0,866.3380000000001,5829.392890245829
non,doctorat,Corse,non,-1,2217.0,0.0,503.0,947.9939999999999,5641.446316003912
oui,master,Île-de-France,non,5,500.0,3.0,418.0,675.32,37327.36625705594
non,bac+2,Hauts-de-France,non,0,500.0,2.0,570.0,675.4100000000001,500.0
non,bac,Occitanie,oui,-1,1984.0,2.0,583.0,825.3879999999999,500.0
non,master,Occitanie,oui,2,2256.0,5.0,640.0,672.526,2608.038146752956
non,aucun,Hauts-de-France,oui,3,1215.0,2.0,570.0,987.4779999999998,500.0
non,doctorat,Île-de-France,oui,3,1716.0,4.0,534.0,634.29,2580.5457986031665
oui,bac+2,Corse,non,0,500.0,4.0,573.0,822.03,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,1,1885.0,1.0,582.0,790.838,2617.2688975616197
non,aucun,Auvergne-Rhône-Alpes,non,0,1947.0,3.0,338.0,778.98,500.0
non,doctorat,Corse,non,2,2001.0,2.0,804.0,599.462,500.0
oui,doctorat,Île-de-France,non,0,1798.0,3.0,639.0,736.986,29030.897708251487
non,master,Occitanie,oui,1,3490.0,0.0,560.0,724.976,500.0
oui,bac,Provence-Alpes-Côte d’Azur,non,0,3478.0,3.0,764.0,1125.54,19312.826657426056
oui,bac+2,Normandie,oui,2,1815.0,3.0,575.0,881.632,6539.364585742696
non,master,Bretagne,oui,3,3651.0,0.0,309.0,651.294,500.0
non,master,Hauts-de-France,non,0,4294.0,5.0,578.0,813.838,500.0
non,master,Occitanie,non,4,500.0,2.0,570.0,965.86,19856.959950460925
non,master,Provence-Alpes-Côte d’Azur,oui,0,3813.0,3.0,824.0,1033.026,16208.352297119474
non,aucun,Normandie,non,0,3639.0,4.0,463.0,849.0779999999999,2868.2172391992262
oui,bac,Auvergne-Rhône-Alpes,oui,2,2634.0,3.0,472.0,612.604,500.0
oui,bac,Bretagne,oui,1,1994.0,1.0,582.0,581.3679999999999,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,4,3530.0,4.0,573.0,451.09,30097.51999004206
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,2189.0,3.0,575.0,947.9720000000001,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2,4432.0,5.0,708.0,691.6959999999999,35983.45646936279
non,aucun,Hauts-de-France,non,3,1973.0,1.0,377.0,1032.48,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,1,1968.0,3.0,575.0,260.35810000000004,16044.037142259434
non,master,Hauts-de-France,oui,0,2129.0,0.0,560.0,907.86,500.0
non,master,Hauts-de-France,oui,3,3723.0,0.0,560.0,829.1879999999999,16051.413784118842
oui,doctorat,Occitanie,oui,0,2812.0,3.0,575.0,749.074,14888.550669731809
oui,bac+2,Bretagne,non,1,1734.0,5.0,578.0,677.408,15564.892447349652
non,master,Provence-Alpes-Côte d’Azur,non,0,3260.0,4.0,426.0,853.0040000000001,500.0
non,bac+2,Île-de-France,non,3,2348.0,1.0,582.0,784.18,24137.20557864265
oui,aucun,Auvergne-Rhône-Alpes,non,3,3218.0,3.0,400.0,653.908,500.0
oui,bac,Île-de-France,non,0,4506.0,3.0,575.0,380.04,500.0
non,master,Bretagne,non,3,3654.0,0.0,335.0,754.448,27538.83621001084
non,doctorat,Île-de-France,oui,0,3990.0,1.0,546.0,1047.28,18405.536615579706
non,master,Corse,non,5,500.0,3.0,575.0,822.03,26863.839321045703
non,bac,Auvergne-Rhône-Alpes,oui,1,1929.0,2.0,462.0,768.38,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1,1023.0,0.0,339.0,871.274,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,non,2,735.0,4.0,573.0,906.7640000000001,500.0
non,master,Normandie,oui,4,500.0,5.0,596.0,671.494,17749.036965255124
non,bac,Île-de-France,oui,0,4059.0,4.0,518.0,260.35810000000004,500.0
non,aucun,Normandie,oui,2,1251.0,1.0,582.0,637.17,500.0
non,bac+2,Normandie,oui,3,2886.0,1.0,555.0,575.99,16779.310891199162
non,bac+2,Occitanie,oui,1,2431.0,4.0,395.0,614.762,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,3,2274.0,4.0,573.0,875.8280000000001,31338.253413617484
oui,bac+2,Corse,non,2,500.0,3.0,575.0,822.03,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,4,3926.0,1.0,585.0,842.36,20949.0247161146
oui,master,Corse,non,2,2970.0,2.0,570.0,523.62,500.0
non,bac+2,Normandie,oui,0,3203.0,5.0,578.0,975.494,500.0
oui,aucun,Corse,non,2,3040.0,0.0,560.0,807.462,500.0
oui,bac,Hauts-de-France,non,3,1209.0,2.0,725.0,932.3639999999999,500.0
oui,doctorat,Bretagne,non,3,1377.0,1.0,582.0,975.8220000000001,13391.888798889278
non,bac+2,Corse,oui,2,2926.0,1.0,582.0,1108.75,646.6217022406513
oui,bac,Provence-Alpes-Côte d’Azur,non,4,4562.0,0.0,513.0,699.884,43067.24423553148
oui,doctorat,Normandie,oui,3,4165.0,3.0,575.0,855.6099999999999,37180.13433524262
oui,master,Île-de-France,oui,2,3432.0,4.0,627.0,813.994,28571.21696408391
oui,doctorat,Bretagne,non,0,3173.0,2.0,570.0,1006.4879999999999,7462.890250717657
non,bac,Hauts-de-France,non,4,2450.0,1.0,794.0,719.3059999999999,23664.61113932692
non,bac,Corse,oui,2,2067.0,2.0,642.0,665.1859999999999,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,0,1951.0,0.0,351.0,876.016,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,2,2564.0,4.0,573.0,688.444,24290.15800291845
non,aucun,Hauts-de-France,non,2,500.0,0.0,560.0,675.4100000000001,500.0
oui,bac+2,Normandie,oui,0,3692.0,0.0,719.0,689.38,500.0
non,bac+2,Corse,oui,1,3542.0,0.0,636.0,605.1279999999999,500.0
non,bac+2,Hauts-de-France,oui,0,762.0,1.0,353.0,260.35810000000004,500.0
non,bac+2,Auvergne-Rhône-Alpes,non,2,500.0,3.0,678.0,842.04,9004.448133727248
non,doctorat,Hauts-de-France,non,1,1652.0,2.0,643.0,743.17,20609.73901314166
non,master,Occitanie,oui,2,2251.0,3.0,460.0,569.3480000000001,5965.651301855502
oui,bac+2,Hauts-de-France,oui,1,2278.0,4.0,573.0,1194.64,7310.378455642601
oui,doctorat,Île-de-France,non,1,3240.0,2.0,570.0,671.6719999999999,37375.55047983478
oui,aucun,Corse,oui,2,500.0,5.0,419.0,822.03,500.0
non,master,Bretagne,non,4,4387.0,0.0,560.0,1003.4419999999998,34041.9303579696
non,doctorat,Occitanie,non,2,500.0,0.0,446.0,965.86,9553.953299996794
non,master,Occitanie,oui,0,3210.0,3.0,756.0,770.97,500.0
non,master,Île-de-France,non,2,4106.0,0.0,560.0,704.39,500.0
non,master,Île-de-France,oui,2,2958.0,5.0,578.0,879.8639999999999,10388.51790085164
oui,doctorat,Île-de-France,non,0,2505.0,0.0,560.0,774.1220000000001,27404.925689245167
non,aucun,Corse,oui,0,751.0,1.0,769.0,659.3620000000001,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2,1616.0,0.0,560.0,880.15,500.0
non,doctorat,Île-de-France,oui,0,2428.0,2.0,719.0,576.458,9321.002868731512
non,doctorat,Occitanie,non,4,500.0,1.0,496.0,691.51,13276.587458420916
oui,doctorat,Hauts-de-France,non,3,2440.0,1.0,582.0,737.816,29685.259695723915
oui,bac,Normandie,oui,2,500.0,3.0,575.0,496.2,500.0
non,master,Provence-Alpes-Côte d’Azur,non,3,2945.0,3.0,358.0,789.434,43361.39594468424
oui,bac+2,Occitanie,oui,2,3151.0,2.0,477.0,740.186,1431.8923012851226
non,bac,Normandie,non,0,3648.0,5.0,578.0,601.266,500.0
oui,aucun,Normandie,oui,0,2528.0,5.0,578.0,300.7,500.0
non,master,Bretagne,oui,1,500.0,2.0,570.0,260.35810000000004,500.0
oui,bac,Normandie,non,3,1994.0,1.0,582.0,581.3679999999999,500.0
non,master,Île-de-France,oui,1,1931.0,0.0,837.0,771.49,500.0
non,master,Hauts-de-France,non,1,2718.0,5.0,578.0,547.832,2018.511939674249
non,bac+2,Corse,oui,2,500.0,3.0,575.0,769.52,500.0
oui,bac,Normandie,non,0,1484.0,1.0,757.0,760.452,6141.754873641539
oui,bac,Occitanie,non,3,2437.0,5.0,578.0,663.9379999999999,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,-1,3301.0,4.0,574.0,909.13,500.0
non,aucun,Hauts-de-France,non,-1,1425.0,3.0,575.0,740.94,500.0
oui,bac,Auvergne-Rhône-Alpes,non,0,1518.0,2.0,570.0,657.82,500.0
oui,master,Provence-Alpes-Côte d’Azur,non,2,1153.0,5.0,380.0,988.5,18653.933367016085
oui,doctorat,Normandie,oui,4,2404.0,2.0,508.0,713.4179999999999,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,3,2948.0,1.0,788.0,918.03,1628.2269546195282
oui,aucun,Bretagne,oui,2,3065.0,1.0,711.0,891.7439999999999,6304.354711646022
oui,master,Corse,oui,0,1948.0,1.0,823.0,787.174,500.0
oui,bac,Hauts-de-France,non,3,3920.0,5.0,578.0,666.76,8271.865487721334
oui,aucun,Hauts-de-France,oui,3,970.0,4.0,350.0,895.9040000000001,500.0
non,bac+2,Normandie,non,1,1159.0,2.0,449.0,791.404,500.0
oui,aucun,Normandie,oui,2,2716.0,0.0,560.0,603.14,500.0
non,doctorat,Île-de-France,non,2,1683.0,0.0,560.0,854.24,17544.229118396204
oui,doctorat,Bretagne,non,0,2654.0,1.0,581.0,797.366,500.0
non,bac+2,Bretagne,oui,3,1864.0,3.0,575.0,780.3159999999999,1310.0312379277782
non,bac+2,Corse,oui,2,2934.0,1.0,575.0,956.4380000000001,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,1,3454.0,3.0,521.0,531.23,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,2,3512.0,1.0,745.0,865.1220000000001,500.0
non,aucun,Normandie,non,1,3050.0,2.0,465.0,861.2940000000001,500.0
non,bac,Hauts-de-France,non,2,1234.0,5.0,674.0,595.9979999999999,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,non,0,4470.0,0.0,379.0,838.2620000000001,7606.906787858475
oui,bac+2,Corse,oui,1,3030.0,2.0,529.0,652.996,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0,2076.0,1.0,510.0,1082.056,500.0
non,master,Auvergne-Rhône-Alpes,oui,2,1249.0,0.0,560.0,666.418,5903.121429594549
oui,doctorat,Corse,non,1,1271.0,3.0,527.0,1173.14,13726.688630509469
non,aucun,Occitanie,oui,2,3776.0,1.0,582.0,748.61,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,0,2824.0,2.0,570.0,1015.44,500.0
oui,bac,Corse,oui,2,2952.0,1.0,762.0,830.4219999999999,500.0
non,master,Île-de-France,oui,0,3041.0,5.0,714.0,951.6600000000001,500.0
non,bac+2,Bretagne,oui,2,2365.0,4.0,679.0,691.89,6359.17776042718
oui,doctorat,Auvergne-Rhône-Alpes,oui,4,794.0,0.0,557.0,592.27,14704.882462864834
non,master,Corse,oui,2,3661.0,4.0,840.0,898.534,10884.9051780729
non,doctorat,Corse,oui,2,3554.0,2.0,570.0,824.57,13210.985805026052
non,bac,Provence-Alpes-Côte d’Azur,non,2,1660.0,4.0,573.0,767.936,10331.832333591798
non,doctorat,Corse,non,2,2028.0,2.0,570.0,726.424,500.0
non,bac,Hauts-de-France,non,2,3749.0,1.0,582.0,801.8,500.0
oui,master,Bretagne,non,2,500.0,1.0,486.0,464.49399999999997,22367.56513832505
oui,aucun,Île-de-France,oui,2,1370.0,2.0,570.0,1043.91,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,0,3704.0,0.0,560.0,908.8,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,2,581.0,2.0,630.0,771.4300000000001,27879.82124066532
oui,aucun,Île-de-France,non,2,1660.0,1.0,582.0,694.2099999999999,500.0
non,bac+2,Normandie,oui,2,1921.0,5.0,578.0,755.216,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2,2226.0,0.0,560.0,755.9820000000001,500.0
non,aucun,Hauts-de-France,oui,2,4083.0,2.0,674.0,768.19,3919.7683954042
oui,master,Bretagne,oui,4,1408.0,1.0,308.0,882.36,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,0,4394.0,5.0,578.0,919.618,500.0
non,aucun,Bretagne,oui,3,1567.0,1.0,582.0,676.854,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,4,3614.0,1.0,582.0,664.92,36832.36367015866
oui,doctorat,Occitanie,non,6,1107.0,0.0,376.0,642.3520000000001,40004.476442656494
oui,doctorat,Occitanie,oui,2,1547.0,2.0,570.0,772.568,500.0
oui,master,Hauts-de-France,non,0,2418.0,5.0,578.0,901.6039999999999,500.0
non,bac+2,Hauts-de-France,non,3,3835.0,2.0,357.0,304.71,4215.636826651407
oui,master,Hauts-de-France,non,-1,2659.0,2.0,570.0,594.5880000000001,500.0
oui,bac+2,Hauts-de-France,oui,0,2200.0,2.0,570.0,857.2,500.0
oui,aucun,Bretagne,non,2,4282.0,5.0,846.0,641.586,1825.2154391635029
oui,doctorat,Occitanie,non,1,500.0,3.0,676.0,965.86,11854.064144855376
oui,aucun,Corse,oui,1,4694.0,3.0,575.0,761.0440000000001,1964.408372374048
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1,1045.0,3.0,575.0,723.296,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,4,3624.0,5.0,578.0,758.202,24380.014518692573
oui,bac,Bretagne,non,2,1342.0,2.0,570.0,750.732,25925.05558140025
oui,doctorat,Auvergne-Rhône-Alpes,non,3,1916.0,5.0,796.0,828.7520000000001,42393.496333454095
non,doctorat,Île-de-France,oui,3,4218.0,0.0,560.0,986.9,25144.214546716805
oui,doctorat,Occitanie,oui,0,2777.0,1.0,453.0,763.992,12242.955570673756
oui,bac+2,Provence-Alpes-Côte d’Azur,non,2,3845.0,1.0,582.0,650.316,29428.06459309878
oui,aucun,Normandie,non,0,3353.0,2.0,672.0,616.0440000000001,500.0
non,master,Hauts-de-France,non,1,2233.0,0.0,806.0,701.4300000000001,500.0
non,bac+2,Occitanie,oui,2,4202.0,2.0,359.0,812.14,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,3,2596.0,0.0,707.0,627.6539999999999,2412.0849145242028
non,master,Provence-Alpes-Côte d’Azur,non,0,2105.0,5.0,578.0,686.7540000000001,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2,2837.0,0.0,560.0,715.2040000000001,41697.98890849063
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3,934.0,2.0,840.0,813.9779999999998,42788.355371982485
oui,bac,Île-de-France,oui,4,2004.0,4.0,749.0,599.462,26095.912392249877
non,doctorat,Occitanie,non,-1,2638.0,0.0,344.0,719.332,8261.058948918742
non,bac,Bretagne,non,2,2322.0,5.0,654.0,794.3459999999999,500.0
non,doctorat,Bretagne,non,0,642.0,4.0,373.0,761.7560000000001,8366.437906215016
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0,3197.0,0.0,560.0,778.586,500.0
non,master,Corse,oui,1,1183.0,2.0,803.0,875.702,500.0
non,bac+2,Bretagne,non,2,4115.0,3.0,575.0,526.5360000000001,500.0
oui,bac,Hauts-de-France,non,2,3049.0,2.0,570.0,786.8180000000001,20588.950730244484
oui,bac,Bretagne,oui,2,639.0,4.0,494.0,761.7560000000001,500.0
non,bac,Auvergne-Rhône-Alpes,oui,2,4835.0,3.0,757.0,816.5959999999999,19491.72518887143
oui,bac+2,Hauts-de-France,non,3,1171.0,5.0,493.0,721.546,500.0
oui,bac,Occitanie,oui,2,500.0,5.0,359.0,965.86,500.0
oui,doctorat,Occitanie,non,0,500.0,1.0,447.0,798.87,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,0,500.0,3.0,751.0,465.08,500.0
non,master,Bretagne,oui,-1,2387.0,5.0,578.0,692.424,500.0
oui,aucun,Bretagne,oui,2,3612.0,4.0,573.0,610.11,2038.298130474904
non,master,Bretagne,oui,2,1638.0,3.0,412.0,958.0780000000001,500.0
oui,bac,Occitanie,non,2,1392.0,1.0,582.0,851.5779999999999,16815.448216605746
oui,aucun,Île-de-France,non,1,1466.0,3.0,575.0,857.774,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,-1,671.0,3.0,497.0,825.1719999999999,500.0
non,master,Auvergne-Rhône-Alpes,oui,0,2327.0,1.0,582.0,805.824,12858.52197004949
non,doctorat,Auvergne-Rhône-Alpes,oui,1,2939.0,3.0,575.0,842.0559999999999,500.0
non,master,Corse,non,0,2997.0,3.0,575.0,934.1539999999999,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,2,3053.0,0.0,560.0,866.3380000000001,4796.899066228982
non,bac+2,Hauts-de-France,oui,2,2026.0,4.0,457.0,924.7199999999999,500.0
non,bac+2,Normandie,non,3,3417.0,3.0,437.0,644.7,19703.293568505447
oui,doctorat,Île-de-France,oui,4,5090.0,0.0,430.0,535.5840000000001,51423.92979502919
non,bac+2,Hauts-de-France,non,1,2545.0,5.0,578.0,907.8340000000001,6057.387232344429
oui,master,Auvergne-Rhône-Alpes,oui,2,3646.0,4.0,329.0,601.266,19866.894499053426
non,master,Hauts-de-France,non,2,1973.0,4.0,410.0,866.57,500.0
oui,doctorat,Occitanie,oui,4,500.0,1.0,472.0,965.86,500.0
non,bac,Auvergne-Rhône-Alpes,oui,3,2766.0,5.0,578.0,729.368,3035.051764185313
oui,bac+2,Bretagne,oui,0,3812.0,1.0,829.0,1033.026,8390.536985221483
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1,560.0,4.0,573.0,646.87,9367.900826093632
non,master,Corse,non,0,925.0,2.0,570.0,969.948,848.7049954075766
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3,4415.0,3.0,575.0,916.086,39666.71034230488
non,bac,Bretagne,oui,1,1291.0,4.0,503.0,1054.4999999999998,500.0
non,bac+2,Île-de-France,non,1,2823.0,3.0,539.0,709.4399999999999,500.0
non,doctorat,Corse,oui,0,1184.0,0.0,560.0,835.0800000000002,500.0
non,doctorat,Bretagne,non,0,3284.0,2.0,311.0,966.418,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,4,2158.0,0.0,560.0,757.732,39221.338196232326
non,bac+2,Île-de-France,non,2,3945.0,2.0,570.0,966.9440000000001,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3,2513.0,3.0,378.0,827.4399999999999,40074.08714577318
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1,3892.0,1.0,759.0,603.06,7959.739663531537
oui,bac+2,Corse,oui,0,2914.0,1.0,378.0,768.93,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,1,2611.0,0.0,459.0,838.89,500.0
non,bac,Île-de-France,oui,5,1367.0,3.0,575.0,1293.19,500.0
oui,master,Bretagne,oui,1,2013.0,0.0,560.0,1061.52,500.0
non,bac,Occitanie,oui,2,935.0,0.0,560.0,916.716,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,1,2552.0,5.0,578.0,952.3639999999999,10652.76539871322
oui,bac,Occitanie,non,1,1846.0,2.0,570.0,650.986,500.0
oui,master,Île-de-France,oui,0,936.0,2.0,570.0,870.2040000000001,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,1,3035.0,5.0,578.0,787.2519999999998,11566.288528523724
oui,bac,Occitanie,oui,2,2428.0,3.0,575.0,493.004,500.0
oui,bac+2,Normandie,non,2,1780.0,5.0,796.0,848.016,10977.536085614744
oui,master,Occitanie,oui,2,3073.0,1.0,582.0,712.4620000000001,500.0
oui,aucun,Corse,non,1,1929.0,0.0,350.0,771.49,500.0
oui,bac+2,Île-de-France,non,0,500.0,0.0,560.0,675.32,500.0
non,bac,Occitanie,non,3,2206.0,0.0,573.0,871.6719999999999,500.0
non,bac+2,Île-de-France,oui,-1,2568.0,5.0,680.0,946.12,4194.560693000247
oui,bac+2,Normandie,oui,0,2632.0,3.0,575.0,842.814,500.0
non,bac+2,Corse,non,4,2814.0,3.0,776.0,604.5340000000001,23604.796270821767
non,bac+2,Bretagne,oui,0,877.0,5.0,622.0,728.1999999999999,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,non,3,3479.0,5.0,578.0,682.88,5062.118863565679
non,bac+2,Île-de-France,non,1,2447.0,0.0,560.0,758.19,500.0
non,aucun,Hauts-de-France,non,3,1754.0,4.0,573.0,724.25,2992.457005295555
oui,master,Corse,non,2,1130.0,3.0,742.0,653.4639999999999,13493.676319948549
